date,location,gear,trt,cage,bag,oyster_num,height,length,width,tag_num
7/5/22,in,FC,FCi,1,B,16,40,25,11,20
7/5/22,in,FC,FCi,1,C,17,42,30,11,21
7/5/22,in,FC,FCi,1,C,18,61,54,18,21
7/5/22,in,FC,FCi,1,C,19,58,36,12,21
7/5/22,in,FC,FCi,1,C,20,65,42,15,21
7/5/22,in,FC,FCi,1,C,21,71,52,15,21
7/5/22,in,FC,FCi,1,C,22,38,34,9,21
7/5/22,in,FC,FCi,1,C,23,45,37,11,21
7/5/22,in,FC,FCi,1,C,24,40,29,10,21
7/5/22,in,FC,FCi,1,D,25,35,30,8,22
7/5/22,in,FC,FCi,1,D,26,71,49,17,22
7/5/22,in,FC,FCi,1,D,27,66,45,18,22
7/5/22,in,FC,FCi,1,D,28,36,30,9,22
7/5/22,in,FC,FCi,1,D,29,58,47,12,22
7/5/22,in,FC,FCi,1,D,30,59,32,11,22
7/5/22,in,FC,FCi,1,D,31,57,39,16,22
7/5/22,in,FC,FCi,1,D,32,29,27,5,22
7/5/22,in,FC,FCi,2,A,33,41,30,10,23
7/5/22,in,FC,FCi,2,A,34,69,48,19,23
7/5/22,in,FC,FCi,2,A,35,37,35,10,23
7/5/22,in,FC,FCi,2,A,36,56,37,14,23
7/5/22,in,FC,FCi,2,A,37,59,43,14,23
7/5/22,in,FC,FCi,2,A,38,51,38,11,23
7/5/22,in,FC,FCi,2,A,39,43,35,10,23
7/5/22,in,FC,FCi,2,A,40,56,44,13,23
7/5/22,in,FC,FCi,2,B,41,71,48,15,24
7/5/22,in,FC,FCi,2,B,42,67,54,17,24
7/5/22,in,FC,FCi,2,B,43,38,23,7,24
7/5/22,in,FC,FCi,2,B,44,62,46,14,24
7/5/22,in,FC,FCi,2,B,45,59,42,13,24
7/5/22,in,FC,FCi,2,B,46,68,54,21,24
7/5/22,in,FC,FCi,2,B,47,48,41,11,24
7/5/22,in,FC,FCi,2,B,48,63,40,15,24
7/5/22,in,FC,FCi,2,C,49,41,30,9,25
7/5/22,in,FC,FCi,2,C,50,35,28,8,25
7/5/22,in,FC,FCi,2,C,51,33,22,7,25
7/5/22,in,FC,FCi,2,C,52,55,32,13,25
7/5/22,in,FC,FCi,2,C,53,52,47,12,25
7/5/22,in,FC,FCi,2,C,54,65,46,16,25
7/5/22,in,FC,FCi,2,C,55,50,37,11,25
7/5/22,in,FC,FCi,2,C,56,52,34,11,25
7/5/22,in,FC,FCi,2,D,57,55,41,12,26
7/5/22,in,FC,FCi,2,D,58,50,34,10,26
7/5/22,in,FC,FCi,2,D,59,51,37,12,26
7/5/22,in,FC,FCi,2,D,60,57,36,15,26
7/5/22,in,FC,FCi,2,D,61,68,49,20,26
7/5/22,in,FC,FCi,2,D,62,64,45,18,26
7/5/22,in,FC,FCi,2,D,63,57,33,10,26
7/5/22,in,FC,FCi,2,D,64,46,34,11,26
7/5/22,in,FC,FCi,3,A,65,46,32,11,27
7/5/22,in,FC,FCi,3,A,66,43,35,11,27
7/5/22,in,FC,FCi,3,A,67,41,32,12,27
7/5/22,in,FC,FCi,3,A,68,61,42,15,27
7/5/22,in,FC,FCi,3,A,69,65,41,17,27
7/5/22,in,FC,FCi,3,A,70,54,35,14,27
7/5/22,in,FC,FCi,3,A,71,66,37,13,27
7/5/22,in,FC,FCi,3,A,72,37,27,8,27
7/5/22,in,FC,FCi,3,B,73,62,45,15,28
7/5/22,in,FC,FCi,3,B,74,50,33,10,28
7/5/22,in,FC,FCi,3,B,75,64,41,14,28
7/5/22,in,FC,FCi,3,B,76,57,50,16,28
7/5/22,in,FC,FCi,3,B,77,57,42,14,28
7/5/22,in,FC,FCi,3,B,78,53,49,13,28
7/5/22,in,FC,FCi,3,B,79,53,47,13,28
7/5/22,in,FC,FCi,3,B,80,50,41,12,28
7/5/22,in,FC,FCi,3,C,81,59,38,13,29
7/5/22,in,FC,FCi,3,C,82,47,33,12,29
7/5/22,in,FC,FCi,3,C,83,80,53,19,29
7/5/22,in,FC,FCi,3,C,84,24,17,4,29
7/5/22,in,FC,FCi,3,C,85,40,29,10,29
7/5/22,in,FC,FCi,3,C,86,57,46,14,29
7/5/22,in,FC,FCi,3,C,87,49,41,12,29
7/5/22,in,FC,FCi,3,C,88,51,40,14,29
7/5/22,in,FC,FCi,3,D,89,46,39,13,30
7/5/22,in,FC,FCi,3,D,90,56,38,13,30
7/5/22,in,FC,FCi,3,D,91,47,36,13,30
7/5/22,in,FC,FCi,3,D,92,42,30,10,30
7/5/22,in,FC,FCi,3,D,93,52,44,13,30
7/5/22,in,FC,FCi,3,D,94,47,32,14,30
7/5/22,in,FC,FCi,3,D,95,60,44,13,30
7/5/22,in,FC,FCi,3,D,96,47,40,13,30
7/5/22,out,FC,FCo,1,A,1,38,33,9,4
7/5/22,out,FC,FCo,1,A,2,62,41,12,4
7/5/22,out,FC,FCo,1,A,3,46,30,12,4
7/5/22,out,FC,FCo,1,A,4,54,32,11,4
7/5/22,out,FC,FCo,1,A,5,45,35,12,4
7/5/22,out,FC,FCo,1,A,6,32,24,7,4
7/5/22,out,FC,FCo,1,A,7,50,37,13,4
7/5/22,out,FC,FCo,1,A,8,51,38,15,4
7/5/22,out,FC,FCo,1,B,9,44,36,12,5
7/5/22,out,FC,FCo,1,B,10,48,39,13,5
7/5/22,out,FC,FCo,1,B,11,51,30,12,5
7/5/22,out,FC,FCo,1,B,12,47,36,11,5
7/5/22,out,FC,FCo,1,B,13,39,34,11,5
7/5/22,out,FC,FCo,1,B,14,57,36,14,5
7/5/22,out,FC,FCo,1,B,15,39,29,10,5
7/5/22,out,FC,FCo,1,B,16,33,22,11,5
7/5/22,out,FC,FCo,1,C,17,56,39,14,6
7/5/22,out,FC,FCo,1,C,18,38,24,10,6
7/5/22,out,FC,FCo,1,C,19,39,26,9,6
7/5/22,out,FC,FCo,1,C,20,48,35,14,6
7/5/22,out,FC,FCo,1,C,21,47,40,17,6
7/5/22,out,FC,FCo,1,C,22,52,35,14,6
7/5/22,out,FC,FCo,1,C,23,54,41,13,6
7/5/22,out,FC,FCo,1,C,24,60,40,14,6
7/5/22,out,FC,FCo,1,D,25,75,47,18,7
7/5/22,out,FC,FCo,1,D,26,57,34,12,7
7/5/22,out,FC,FCo,1,D,27,47,27,12,7
7/5/22,out,FC,FCo,1,D,28,43,30,10,7
7/5/22,out,FC,FCo,1,D,29,56,29,13,7
7/5/22,out,FC,FCo,1,D,30,48,36,13,7
7/5/22,out,FC,FCo,1,D,31,65,42,18,7
7/5/22,out,FC,FCo,1,D,32,61,30,12,7
7/5/22,out,FC,FCo,2,A,33,60,40,19,8
7/5/22,out,FC,FCo,2,A,34,55,29,9,8
7/5/22,out,FC,FCo,2,A,35,41,30,11,8
7/5/22,out,FC,FCo,2,A,36,55,34,12,8
7/5/22,out,FC,FCo,2,A,37,49,35,19,8
7/5/22,out,FC,FCo,2,A,38,43,32,14,8
7/5/22,out,FC,FCo,2,A,39,37,30,12,8
7/5/22,out,FC,FCo,2,A,40,36,25,9,8
7/5/22,out,FC,FCo,2,B,41,39,28,10,9
7/5/22,out,FC,FCo,2,B,42,51,45,20,9
7/5/22,out,FC,FCo,2,B,43,47,35,15,9
7/5/22,out,FC,FCo,2,B,44,50,40,14,9
7/5/22,out,FC,FCo,2,B,45,46,41,18,9
7/5/22,out,FC,FCo,2,B,46,62,37,15,9
7/5/22,out,FC,FCo,2,B,47,58,37,15,9
7/5/22,out,FC,FCo,2,B,48,34,32,9,9
7/5/22,out,FC,FCo,2,C,49,44,30,12,10
7/5/22,out,FC,FCo,2,C,50,36,27,9,10
7/5/22,out,FC,FCo,2,C,51,52,30,13,10
7/5/22,out,FC,FCo,2,C,52,44,29,10,10
7/5/22,out,FC,FCo,2,C,53,47,35,10,10
7/5/22,out,FC,FCo,2,C,54,42,40,13,10
7/5/22,out,FC,FCo,2,C,55,42,30,10,10
7/5/22,out,FC,FCo,2,C,56,44,37,14,10
7/5/22,out,FC,FCo,2,D,57,70,39,16,11
7/5/22,out,FC,FCo,2,D,58,38,32,9,11
7/5/22,out,FC,FCo,2,D,59,32,25,8,11
7/5/22,out,FC,FCo,2,D,60,41,27,10,11
7/5/22,out,FC,FCo,2,D,61,29,25,7,11
7/5/22,out,FC,FCo,2,D,62,45,35,13,11
7/5/22,out,FC,FCo,2,D,63,34,25,9,11
7/5/22,out,FC,FCo,2,D,64,64,40,14,11
7/5/22,out,FC,FCo,3,A,65,55,41,16,12
7/5/22,out,FC,FCo,3,A,66,44,32,14,12
7/5/22,out,FC,FCo,3,A,67,45,34,8,12
7/5/22,out,FC,FCo,3,A,68,53,29,11,12
7/5/22,out,FC,FCo,3,A,69,60,41,10,12
7/5/22,out,FC,FCo,3,A,70,51,40,14,12
7/5/22,out,FC,FCo,3,A,71,37,29,11,12
7/5/22,out,FC,FCo,3,A,72,46,29,12,12
7/5/22,out,FC,FCo,3,B,73,45,35,12,13
7/5/22,out,FC,FCo,3,B,74,43,29,10,13
7/5/22,out,FC,FCo,3,B,75,29,25,8,13
7/5/22,out,FC,FCo,3,B,76,27,22,10,13
7/5/22,out,FC,FCo,3,B,77,63,36,21,13
7/5/22,out,FC,FCo,3,B,78,44,29,11,13
7/5/22,out,FC,FCo,3,B,79,38,27,9,13
7/5/22,out,FC,FCo,3,B,80,29,20,7,13
7/5/22,out,FC,FCo,3,C,81,65,43,9,14
7/5/22,out,FC,FCo,3,C,82,45,36,8,14
7/5/22,out,FC,FCo,3,C,83,51,39,12,14
7/5/22,out,FC,FCo,3,C,84,36,29,10,14
7/5/22,out,FC,FCo,3,C,85,44,32,15,14
7/5/22,out,FC,FCo,3,C,86,39,27,10,14
7/5/22,out,FC,FCo,3,C,87,62,45,19,14
7/5/22,out,FC,FCo,3,C,88,44,32,11,14
7/5/22,out,FC,FCo,3,D,89,49,33,14,15
7/5/22,out,FC,FCo,3,D,90,43,28,13,15
7/5/22,out,FC,FCo,3,D,91,41,29,10,15
7/5/22,out,FC,FCo,3,D,92,50,35,13,15
7/5/22,out,FC,FCo,3,D,93,36,29,9,15
7/5/22,out,FC,FCo,3,D,94,47,33,14,15
7/5/22,out,FC,FCo,3,D,95,42,30,10,15
7/5/22,out,FC,FCo,3,D,96,32,26,9,15
7/26/22,in,BP,BPi,,,1,61,48,16,BPi
7/26/22,in,BP,BPi,,,2,44,30,13,BPi
7/26/22,in,BP,BPi,,,3,54,45,15,BPi
7/26/22,in,BP,BPi,,,4,63,45,21,BPi
7/26/22,in,BP,BPi,,,5,54,41,19,BPi
7/26/22,in,BP,BPi,,,6,57,43,17,BPi
7/26/22,in,BP,BPi,,,7,39,32,9,BPi
7/26/22,in,BP,BPi,,,8,53,45,18,BPi
7/26/22,in,BP,BPi,,,9,60,47,23,BPi
7/26/22,in,BP,BPi,,,10,45,31,9,BPi
7/26/22,in,BP,BPi,,,11,54,34,15,BPi
7/26/22,in,BP,BPi,,,12,51,37,17,BPi
7/26/22,in,BP,BPi,,,13,53,40,15,BPi
7/26/22,in,BP,BPi,,,14,46,37,14,BPi
7/26/22,in,BP,BPi,,,15,57,46,13,BPi
7/26/22,in,BP,BPi,,,16,60,43,17,BPi
7/26/22,in,BP,BPi,,,17,51,41,14,BPi
7/26/22,in,BP,BPi,,,18,41,31,11,BPi
7/26/22,in,BP,BPi,,,19,57,38,14,BPi
7/26/22,in,BP,BPi,,,20,62,41,16,BPi
7/26/22,in,BP,BPi,,,21,45,35,10,BPi
7/26/22,in,BP,BPi,,,22,39,26,10,BPi
7/26/22,in,BP,BPi,,,23,65,56,18,BPi
7/26/22,in,BP,BPi,,,24,38,25,9,BPi
7/26/22,in,BP,BPi,,,25,52,32,13,BPi
7/26/22,in,BP,BPi,,,26,54,38,17,BPi
7/26/22,in,BP,BPi,,,27,38,37,9,BPi
7/26/22,in,BP,BPi,,,28,48,34,14,BPi
7/26/22,in,BP,BPi,,,29,66,50,19,BPi
7/26/22,in,BP,BPi,,,30,62,37,13,BPi
7/26/22,in,BP,BPi,,,31,46,34,13,BPi
7/26/22,in,BP,BPi,,,32,54,42,15,BPi
7/26/22,in,BP,BPi,,,33,38,35,12,BPi
7/26/22,in,BP,BPi,,,34,50,33,12,BPi
7/26/22,in,BP,BPi,,,35,59,41,16,BPi
7/26/22,in,BP,BPi,,,36,61,50,20,BPi
7/26/22,in,BP,BPi,,,37,55,34,14,BPi
7/26/22,in,BP,BPi,,,38,64,37,14,BPi
7/26/22,in,BP,BPi,,,39,61,40,17,BPi
7/26/22,in,BP,BPi,,,40,40,34,11,BPi
7/26/22,in,BP,BPi,,,41,50,40,14,BPi
7/26/22,in,BP,BPi,,,42,63,35,17,BPi
7/26/22,in,BP,BPi,,,43,44,35,13,BPi
7/26/22,in,BP,BPi,,,44,51,40,14,BPi
7/26/22,in,BP,BPi,,,45,57,41,15,BPi
7/26/22,in,BP,BPi,,,46,59,38,17,BPi
7/26/22,in,BP,BPi,,,47,71,52,23,BPi
7/26/22,in,BP,BPi,,,48,54,35,15,BPi
7/26/22,in,BP,BPi,,,49,66,49,23,BPi
7/26/22,in,BP,BPi,,,50,45,31,11,BPi
7/26/22,in,BP,BPi,,,51,46,33,12,BPi
7/26/22,in,BP,BPi,,,52,46,28,11,BPi
7/26/22,in,BP,BPi,,,53,40,33,11,BPi
7/26/22,in,BP,BPi,,,54,49,35,16,BPi
7/26/22,in,BP,BPi,,,55,55,33,12,BPi
7/26/22,in,BP,BPi,,,56,62,31,12,BPi
7/26/22,in,BP,BPi,,,57,72,44,16,BPi
7/26/22,in,BP,BPi,,,58,47,37,13,BPi
7/26/22,in,BP,BPi,,,59,48,42,10,BPi
7/26/22,in,BP,BPi,,,60,52,34,17,BPi
7/26/22,in,BP,BPi,,,61,65,51,14,BPi
7/26/22,in,BP,BPi,,,62,48,28,11,BPi
7/26/22,in,BP,BPi,,,63,41,35,11,BPi
7/26/22,in,BP,BPi,,,64,40,30,12,BPi
7/26/22,in,BP,BPi,,,65,51,40,11,BPi
7/26/22,in,BP,BPi,,,66,50,36,13,BPi
7/26/22,in,BP,BPi,,,67,35,26,9,BPi
7/26/22,in,BP,BPi,,,68,41,34,15,BPi
7/26/22,in,BP,BPi,,,69,57,35,12,BPi
7/26/22,in,BP,BPi,,,70,55,40,16,BPi
7/26/22,in,BP,BPi,,,71,56,40,12,BPi
7/26/22,in,BP,BPi,,,72,54,39,15,BPi
7/26/22,in,BP,BPi,,,73,71,47,15,BPi
7/26/22,in,BP,BPi,,,74,61,34,17,BPi
7/26/22,in,BP,BPi,,,75,50,45,14,BPi
7/26/22,in,BP,BPi,,,76,53,34,15,BPi
7/26/22,in,BP,BPi,,,77,49,40,13,BPi
7/26/22,in,BP,BPi,,,78,54,40,15,BPi
7/26/22,in,BP,BPi,,,79,63,42,17,BPi
7/26/22,in,BP,BPi,,,80,43,30,12,BPi
7/26/22,in,BP,BPi,,,81,40,31,10,BPi
7/26/22,in,BP,BPi,,,82,50,38,13,BPi
7/26/22,in,BP,BPi,,,83,49,36,12,BPi
7/26/22,in,BP,BPi,,,84,64,33,20,BPi
7/26/22,in,BP,BPi,,,85,40,33,12,BPi
7/26/22,in,BP,BPi,,,86,54,34,12,BPi
7/26/22,in,BP,BPi,,,87,50,34,14,BPi
7/26/22,in,BP,BPi,,,88,46,29,11,BPi
7/26/22,in,BP,BPi,,,89,62,45,14,BPi
7/26/22,in,BP,BPi,,,90,62,34,16,BPi
7/26/22,in,BP,BPi,,,91,50,39,14,BPi
7/26/22,in,BP,BPi,,,92,47,43,16,BPi
7/26/22,in,BP,BPi,,,93,53,45,16,BPi
7/26/22,in,BP,BPi,,,94,38,27,9,BPi
7/26/22,in,BP,BPi,,,95,50,43,16,BPi
7/26/22,in,BP,BPi,,,96,42,31,11,BPi
7/26/22,out,BP,BPo,,,1,51,35,15,BPo
7/26/22,out,BP,BPo,,,2,54,37,11,BPo
7/26/22,out,BP,BPo,,,3,52,40,12,BPo
7/26/22,out,BP,BPo,,,4,56,45,11,BPo
7/26/22,out,BP,BPo,,,5,57,41,18,BPo
7/26/22,out,BP,BPo,,,6,51,36,12,BPo
7/26/22,out,BP,BPo,,,7,51,31,11,BPo
7/26/22,out,BP,BPo,,,8,37,29,12,BPo
7/26/22,out,BP,BPo,,,9,57,39,16,BPo
7/26/22,out,BP,BPo,,,10,45,32,14,BPo
7/26/22,out,BP,BPo,,,11,71,36,18,BPo
7/26/22,out,BP,BPo,,,12,57,34,16,BPo
7/26/22,out,BP,BPo,,,13,58,40,19,BPo
7/26/22,out,BP,BPo,,,14,48,38,12,BPo
7/26/22,out,BP,BPo,,,15,51,32,12,BPo
7/26/22,out,BP,BPo,,,16,70,41,14,BPo
7/26/22,out,BP,BPo,,,17,54,35,13,BPo
7/26/22,out,BP,BPo,,,18,57,45,16,BPo
7/26/22,out,BP,BPo,,,19,50,36,12,BPo
7/26/22,out,BP,BPo,,,20,42,33,13,BPo
7/26/22,out,BP,BPo,,,21,49,38,11,BPo
7/26/22,out,BP,BPo,,,22,45,30,12,BPo
7/26/22,out,BP,BPo,,,23,46,34,12,BPo
7/26/22,out,BP,BPo,,,24,57,43,15,BPo
7/26/22,out,BP,BPo,,,25,53,36,14,BPo
7/26/22,out,BP,BPo,,,26,47,33,13,BPo
7/26/22,out,BP,BPo,,,27,48,31,12,BPo
7/26/22,out,BP,BPo,,,28,50,38,15,BPo
7/26/22,out,BP,BPo,,,29,51,42,15,BPo
7/26/22,out,BP,BPo,,,30,44,30,10,BPo
7/26/22,out,BP,BPo,,,31,60,44,18,BPo
7/26/22,out,BP,BPo,,,32,40,34,12,BPo
7/26/22,out,BP,BPo,,,33,59,36,12,BPo
7/26/22,out,BP,BPo,,,34,37,28,10,BPo
7/26/22,out,BP,BPo,,,35,49,34,13,BPo
7/26/22,out,BP,BPo,,,36,45,40,15,BPo
7/26/22,out,BP,BPo,,,37,46,35,14,BPo
7/26/22,out,BP,BPo,,,38,44,31,15,BPo
7/26/22,out,BP,BPo,,,39,63,43,18,BPo
7/26/22,out,BP,BPo,,,40,51,33,14,BPo
7/26/22,out,BP,BPo,,,41,65,47,18,BPo
7/26/22,out,BP,BPo,,,42,45,37,12,BPo
7/26/22,out,BP,BPo,,,43,57,45,15,BPo
7/26/22,out,BP,BPo,,,44,42,31,11,BPo
7/26/22,out,BP,BPo,,,45,55,44,13,BPo
7/26/22,out,BP,BPo,,,46,47,33,12,BPo
7/26/22,out,BP,BPo,,,47,69,44,17,BPo
7/26/22,out,BP,BPo,,,48,40,31,10,BPo
7/26/22,out,BP,BPo,,,49,59,45,17,BPo
7/26/22,out,BP,BPo,,,50,68,40,18,BPo
7/26/22,out,BP,BPo,,,51,59,34,17,BPo
7/26/22,out,BP,BPo,,,52,45,36,12,BPo
7/26/22,out,BP,BPo,,,53,49,39,14,BPo
7/26/22,out,BP,BPo,,,54,40,30,10,BPo
7/26/22,out,BP,BPo,,,55,48,33,10,BPo
7/26/22,out,BP,BPo,,,56,47,36,12,BPo
7/26/22,out,BP,BPo,,,57,62,43,17,BPo
7/26/22,out,BP,BPo,,,58,53,32,12,BPo
7/26/22,out,BP,BPo,,,59,46,42,14,BPo
7/26/22,out,BP,BPo,,,60,61,36,12,BPo
7/26/22,out,BP,BPo,,,61,62,34,15,BPo
7/26/22,out,BP,BPo,,,62,63,43,17,BPo
7/26/22,out,BP,BPo,,,63,55,37,15,BPo
7/26/22,out,BP,BPo,,,64,58,43,15,BPo
7/26/22,out,BP,BPo,,,65,45,32,12,BPo
7/26/22,out,BP,BPo,,,66,45,34,12,BPo
7/26/22,out,BP,BPo,,,67,46,36,14,BPo
7/26/22,out,BP,BPo,,,68,53,37,12,BPo
7/26/22,out,BP,BPo,,,69,54,40,17,BPo
7/26/22,out,BP,BPo,,,70,58,35,13,BPo
7/26/22,out,BP,BPo,,,71,36,30,11,BPo
7/26/22,out,BP,BPo,,,72,54,40,17,BPo
7/26/22,out,BP,BPo,,,73,58,37,15,BPo
7/26/22,out,BP,BPo,,,74,42,26,11,BPo
7/26/22,out,BP,BPo,,,75,66,34,16,BPo
7/26/22,out,BP,BPo,,,76,52,36,12,BPo
7/26/22,out,BP,BPo,,,77,48,35,12,BPo
7/26/22,out,BP,BPo,,,78,68,42,14,BPo
7/26/22,out,BP,BPo,,,79,68,48,15,BPo
7/26/22,out,BP,BPo,,,80,55,39,16,BPo
7/26/22,out,BP,BPo,,,81,48,30,14,BPo
7/26/22,out,BP,BPo,,,82,47,33,13,BPo
7/26/22,out,BP,BPo,,,83,44,34,13,BPo
7/26/22,out,BP,BPo,,,84,41,36,10,BPo
7/26/22,out,BP,BPo,,,85,36,25,10,BPo
7/26/22,out,BP,BPo,,,86,53,36,12,BPo
7/26/22,out,BP,BPo,,,87,35,30,11,BPo
7/26/22,out,BP,BPo,,,88,54,33,10,BPo
7/26/22,out,BP,BPo,,,89,40,33,12,BPo
7/26/22,out,BP,BPo,,,90,47,35,11,BPo
7/26/22,out,BP,BPo,,,91,46,33,12,BPo
7/26/22,out,BP,BPo,,,92,63,40,17,BPo
7/26/22,out,BP,BPo,,,93,33,30,13,BPo
7/26/22,out,BP,BPo,,,94,60,35,11,BPo
7/26/22,out,BP,BPo,,,95,53,44,15,BPo
7/26/22,out,BP,BPo,,,96,64,49,14,BPo
7/26/22,in,FB,FBi,,1,1,41,31,12,1
7/26/22,in,FB,FBi,,1,2,36,41,11,1
7/26/22,in,FB,FBi,,1,3,65,53,23,1
7/26/22,in,FB,FBi,,1,4,48,35,11,1
7/26/22,in,FB,FBi,,1,5,68,45,16,1
7/26/22,in,FB,FBi,,1,6,65,43,20,1
7/26/22,in,FB,FBi,,1,7,65,49,15,1
7/26/22,in,FB,FBi,,1,8,58,47,14,1
7/26/22,in,FB,FBi,,1,9,42,31,10,1
7/26/22,in,FB,FBi,,1,10,57,37,13,1
7/26/22,in,FB,FBi,,1,11,69,50,12,1
7/26/22,in,FB,FBi,,1,12,45,30,10,1
7/26/22,in,FB,FBi,,1,13,43,36,12,1
7/26/22,in,FB,FBi,,1,14,72,41,14,1
7/26/22,in,FB,FBi,,1,15,37,27,10,1
7/26/22,in,FB,FBi,,1,16,58,38,15,1
7/26/22,in,FB,FBi,,1,17,73,42,19,1
7/26/22,in,FB,FBi,,1,18,52,31,14,1
7/26/22,in,FB,FBi,,1,19,51,39,12,1
7/26/22,in,FB,FBi,,1,20,70,39,16,1
7/26/22,in,FB,FBi,,1,21,38,27,12,1
7/26/22,in,FB,FBi,,1,22,38,32,11,1
7/26/22,in,FB,FBi,,1,23,33,30,9,1
7/26/22,in,FB,FBi,,1,24,50,36,15,1
7/26/22,in,FB,FBi,,1,25,56,47,11,1
7/26/22,in,FB,FBi,,1,26,75,57,20,1
7/26/22,in,FB,FBi,,1,27,70,43,18,1
7/26/22,in,FB,FBi,,1,28,38,38,10,1
7/26/22,in,FB,FBi,,1,29,49,40,12,1
7/26/22,in,FB,FBi,,1,30,55,41,13,1
7/26/22,in,FB,FBi,,1,31,63,38,14,1
7/26/22,in,FB,FBi,,1,32,71,46,16,1
7/26/22,in,FB,FBi,,2,33,60,38,13,2
7/26/22,in,FB,FBi,,2,34,55,40,13,2
7/26/22,in,FB,FBi,,2,35,43,37,9,2
7/26/22,in,FB,FBi,,2,36,60,45,15,2
7/26/22,in,FB,FBi,,2,37,45,41,12,2
7/26/22,in,FB,FBi,,2,38,50,39,12,2
7/26/22,in,FB,FBi,,2,39,40,35,11,2
7/26/22,in,FB,FBi,,2,40,31,27,8,2
7/26/22,in,FB,FBi,,2,41,60,44,15,2
7/26/22,in,FB,FBi,,2,42,77,45,19,2
7/26/22,in,FB,FBi,,2,43,53,35,14,2
7/26/22,in,FB,FBi,,2,44,52,42,12,2
7/26/22,in,FB,FBi,,2,45,43,26,10,2
7/26/22,in,FB,FBi,,2,46,65,46,15,2
7/26/22,in,FB,FBi,,2,47,46,35,14,2
7/26/22,in,FB,FBi,,2,48,75,43,14,2
7/26/22,in,FB,FBi,,2,49,75,52,18,2
7/26/22,in,FB,FBi,,2,50,53,42,16,2
7/26/22,in,FB,FBi,,2,51,56,42,11,2
7/26/22,in,FB,FBi,,2,52,52,41,12,2
7/26/22,in,FB,FBi,,2,53,56,43,18,2
7/26/22,in,FB,FBi,,2,54,56,35,13,2
7/26/22,in,FB,FBi,,2,55,53,43,15,2
7/26/22,in,FB,FBi,,2,56,64,43,14,2
7/26/22,in,FB,FBi,,2,57,64,51,14,2
7/26/22,in,FB,FBi,,2,58,62,50,15,2
7/26/22,in,FB,FBi,,2,59,40,30,10,2
7/26/22,in,FB,FBi,,2,60,74,40,20,2
7/26/22,in,FB,FBi,,2,61,38,36,8,2
7/26/22,in,FB,FBi,,2,62,62,42,14,2
7/26/22,in,FB,FBi,,2,63,31,22,8,2
7/26/22,in,FB,FBi,,2,64,42,36,13,2
7/26/22,in,FB,FBi,,3,65,44,34,10,3
7/26/22,in,FB,FBi,,3,66,62,52,14,3
7/26/22,in,FB,FBi,,3,67,57,39,14,3
7/26/22,in,FB,FBi,,3,68,49,31,10,3
7/26/22,in,FB,FBi,,3,69,38,35,10,3
7/26/22,in,FB,FBi,,3,70,56,46,14,3
7/26/22,in,FB,FBi,,3,71,67,48,21,3
7/26/22,in,FB,FBi,,3,72,40,32,10,3
7/26/22,in,FB,FBi,,3,73,50,27,10,3
7/26/22,in,FB,FBi,,3,74,60,36,12,3
7/26/22,in,FB,FBi,,3,75,66,47,11,3
7/26/22,in,FB,FBi,,3,76,48,40,12,3
7/26/22,in,FB,FBi,,3,77,62,43,15,3
7/26/22,in,FB,FBi,,3,78,50,31,11,3
7/26/22,in,FB,FBi,,3,79,44,32,14,3
7/26/22,in,FB,FBi,,3,80,70,50,15,3
7/26/22,in,FB,FBi,,3,81,62,48,16,3
7/26/22,in,FB,FBi,,3,82,57,42,14,3
7/26/22,in,FB,FBi,,3,83,53,37,12,3
7/26/22,in,FB,FBi,,3,84,64,39,16,3
7/26/22,in,FB,FBi,,3,85,60,44,18,3
7/26/22,in,FB,FBi,,3,86,50,48,15,3
7/26/22,in,FB,FBi,,3,87,67,43,15,3
7/26/22,in,FB,FBi,,3,88,66,43,16,3
7/26/22,in,FB,FBi,,3,89,46,38,13,3
7/26/22,in,FB,FBi,,3,90,43,34,10,3
7/26/22,in,FB,FBi,,3,91,49,39,14,3
7/26/22,in,FB,FBi,,3,92,48,34,13,3
7/26/22,in,FB,FBi,,3,93,47,31,11,3
7/26/22,in,FB,FBi,,3,94,47,35,13,3
7/26/22,in,FB,FBi,,3,95,53,50,15,3
7/26/22,in,FB,FBi,,3,96,49,34,12,3
7/26/22,out,FB,FBo,,1,1,64,45,16,16
7/26/22,out,FB,FBo,,1,2,49,48,14,16
7/26/22,out,FB,FBo,,1,3,38,36,11,16
7/26/22,out,FB,FBo,,1,4,59,44,15,16
7/26/22,out,FB,FBo,,1,5,42,35,10,16
7/26/22,out,FB,FBo,,1,6,56,42,14,16
7/26/22,out,FB,FBo,,1,7,75,50,18,16
7/26/22,out,FB,FBo,,1,8,59,41,12,16
7/26/22,out,FB,FBo,,1,9,46,35,10,16
7/26/22,out,FB,FBo,,1,10,59,39,14,16
7/26/22,out,FB,FBo,,1,11,30,23,8,16
7/26/22,out,FB,FBo,,1,12,53,36,10,16
7/26/22,out,FB,FBo,,1,13,30,24,7,16
7/26/22,out,FB,FBo,,1,14,60,45,17,16
7/26/22,out,FB,FBo,,1,15,57,40,13,16
7/26/22,out,FB,FBo,,1,16,58,45,16,16
7/26/22,out,FB,FBo,,1,17,53,37,13,16
7/26/22,out,FB,FBo,,1,18,52,38,11,16
7/26/22,out,FB,FBo,,1,19,44,33,11,16
7/26/22,out,FB,FBo,,1,20,37,29,6,16
